Date,Open,High,Low,Close,Adj Close,Volume,Close_diff,5_day_SMA,20_day_SMA,50_day_SMA,14_day_RSI,Lagged_Close,ATR,Day_of_Week,Daily_Return,Volatility
2014-09-02,56.9942741394043,57.347328186035156,56.9370231628418,57.0515251159668,41.769615173339844,6345116.0,,,,,,,,1,,
2014-09-03,57.36641311645508,58.07251739501953,57.30915832519531,57.709922790527344,42.25165557861328,9532818.0,0.6583976745605469,,,,,57.0515251159668,,2,0.01154040445408322,
2014-09-04,57.79580307006836,58.20610809326172,57.17557144165039,57.328243255615234,41.97220230102539,11327832.0,-0.3816795349121094,,,,,57.709922790527344,,3,-0.006613759236821615,
2014-09-05,57.652671813964844,58.377864837646484,57.39503860473633,58.377864837646484,42.74066925048828,11259922.0,1.04962158203125,,,,,57.328243255615234,,4,0.018308978653875707,
2014-09-08,58.41603088378906,58.520992279052734,58.04389190673828,58.25381851196289,42.64986038208008,8824579.0,-0.12404632568359375,57.74427490234375,,,,58.377864837646484,,0,-0.002124886307996676,
2014-09-09,58.053436279296875,58.23473358154297,57.700382232666016,57.786258697509766,42.30753707885742,7800998.0,-0.467559814453125,57.891221618652345,,,,58.25381851196289,,1,-0.008026251778793014,0.01169226829303102
2014-09-10,57.89122009277344,58.082061767578125,57.58587646484375,57.97710037231445,42.4472770690918,9655014.0,0.1908416748046875,57.94465713500976,,,,57.786258697509766,,2,0.003302544222557824,0.010654872271891689
2014-09-11,57.45228958129883,57.671756744384766,57.07061004638672,57.347328186035156,42.29245376586914,8158890.0,-0.6297721862792969,57.94847412109375,,,,57.97710037231445,,3,-0.010862429859980205,0.011543203948340382
2014-09-12,57.13740539550781,57.375953674316406,56.54580307006836,56.82251739501953,41.90541076660156,7358846.0,-0.524810791015625,57.63740463256836,,,,57.347328186035156,,4,-0.009151442754458117,0.00585801851456654
2014-09-15,56.917938232421875,57.242366790771484,56.774810791015625,56.79389190673828,41.884315490722656,8110367.0,-0.02862548828125,57.345419311523436,,,,56.82251739501953,,0,-0.0005037701529879701,0.006121630380142247
2014-09-16,56.78435134887695,57.30915832519531,56.564884185791016,57.242366790771484,42.215049743652344,9479579.0,0.4484748840332031,57.23664093017578,,,,56.79389190673828,,1,0.007896533746439616,0.008029476709105353
2014-09-17,56.803436279296875,57.261451721191406,56.564884185791016,57.13740539550781,42.137630462646484,10764218.0,-0.10496139526367188,57.068701934814456,,,,57.242366790771484,,2,-0.0018336312970307356,0.007515394479466825
2014-09-18,57.375953674316406,57.57633590698242,57.08015441894531,57.54771041870117,42.440223693847656,8388297.0,0.4103050231933594,57.108778381347655,,,,57.13740539550781,,3,0.007181023015539578,0.007048252581010946
