Date,Open,High,Low,Close,Adj Close,Volume
2014-09-02,103.30000305175781,103.70999908447266,103.0199966430664,103.36000061035156,78.54876708984375,4644800
2014-09-03,103.81999969482422,104.0999984741211,103.54000091552734,103.76000213623047,78.85270690917969,4725800
2014-09-04,103.98999786376953,104.0999984741211,103.76000213623047,103.83999633789062,78.91351318359375,6147700
2014-09-05,103.91999816894531,104.41999816894531,103.33999633789062,104.41999816894531,79.35430908203125,5744400
2014-09-08,104.41999816894531,104.58000183105469,103.83000183105469,104.05000305175781,79.07311248779297,4900300
2014-09-09,104.4000015258789,104.4000015258789,103.55000305175781,103.80000305175781,78.88310241699219,5999400
2014-09-10,104.19000244140625,105.33999633789062,103.95999908447266,104.98999786376953,79.7874526977539,7402200
2014-09-11,104.77999877929688,104.88999938964844,104.0999984741211,104.55000305175781,79.45307159423828,4834100
2014-09-12,104.54000091552734,104.80999755859375,103.95999908447266,104.58000183105469,79.47590637207031,5929200
2014-09-15,104.58999633789062,104.91000366210938,104.3499984741211,104.72000122070312,79.58228302001953,4525500
2014-09-16,104.48999786376953,105.94000244140625,104.30000305175781,105.87999725341797,80.46382141113281,6081400
2014-09-17,105.87999725341797,106.62999725341797,105.80000305175781,106.19000244140625,80.69941711425781,6627800
2014-09-18,106.18000030517578,107.41000366210938,106.02999877929688,107.3499984741211,81.58096313476562,6628700
2014-09-19,107.88999938964844,108.37000274658203,107.62000274658203,107.98999786376953,82.0673599243164,13033400
2014-09-22,108.0,108.25,107.77999877929688,107.87999725341797,81.9837417602539,5788300
2014-09-23,107.7699966430664,108.0999984741211,107.19000244140625,107.45999908447266,81.66454315185547,8108100
2014-09-24,107.69999694824219,108.7699966430664,107.33999633789062,108.63999938964844,82.56128692626953,5890900
2014-09-25,108.52999877929688,108.55000305175781,107.06999969482422,107.0999984741211,81.39097595214844,5688200
2014-09-26,107.41000366210938,107.48999786376953,106.19999694824219,107.0999984741211,81.39097595214844,4467500
2014-09-29,106.37999725341797,106.6500015258789,106.04000091552734,106.54000091552734,80.96539306640625,6581600
2014-09-30,106.5,107.20999908447266,106.44999694824219,106.58999633789062,81.00341033935547,6822500
2014-10-01,105.9800033569336,106.27999877929688,103.94999694824219,104.30000305175781,79.26309967041016,12263700
2014-10-02,104.05999755859375,104.54000091552734,103.25,103.8499984741211,78.92113494873047,7566100
2014-10-03,104.2300033569336,105.19000244140625,104.12999725341797,105.12999725341797,79.89385223388672,6856100
2014-10-06,105.68000030517578,106.0,104.37000274658203,104.86000061035156,79.68867492675781,5015100
2014-10-07,104.45999908447266,104.45999908447266,102.33999633789062,102.38999938964844,77.81158447265625,8407800
2014-10-08,102.43000030517578,105.02999877929688,102.04000091552734,104.91000366210938,79.72666931152344,8337000
2014-10-09,104.62999725341797,104.86000061035156,101.79000091552734,102.08000183105469,77.57601165771484,10675900
2014-10-10,102.3499984741211,102.52999877929688,101.2300033569336,101.2300033569336,76.93003845214844,9984100
2014-10-13,101.45999908447266,101.45999908447266,99.0199966430664,99.12000274658203,75.32654571533203,10334600
2014-10-14,100.52999877929688,100.9000015258789,95.33999633789062,97.01000213623047,73.72303771972656,20807400
2014-10-15,96.05000305175781,98.72000122070312,95.0999984741211,98.20999908447266,74.63497924804688,21905900
2014-10-16,96.97000122070312,98.0,96.5,96.77999877929688,73.5482406616211,14575300
2014-10-17,97.54000091552734,99.1500015258789,97.30999755859375,98.69999694824219,75.00735473632812,12272900
2014-10-20,98.83000183105469,99.19999694824219,98.31999969482422,99.19999694824219,75.38737487792969,7988900
2014-10-21,99.83000183105469,100.37999725341797,99.33999633789062,100.36000061035156,76.26888275146484,7287300
2014-10-22,101.0999984741211,101.79000091552734,100.5199966430664,101.22000122070312,76.9224624633789,9360100
2014-10-23,102.26000213623047,102.9800033569336,101.94000244140625,102.62999725341797,77.99397277832031,7570400
2014-10-24,102.94999694824219,103.29000091552734,102.20999908447266,103.12999725341797,78.37395477294922,5973100
2014-10-27,103.06999969482422,104.23999786376953,103.04000091552734,104.06999969482422,79.08830261230469,7043900
2014-10-28,104.55000305175781,104.80000305175781,103.55999755859375,104.79000091552734,79.63549041748047,10347800
2014-10-29,105.0,105.55999755859375,104.86000061035156,105.55999755859375,80.22063446044922,8188300
2014-10-30,105.16999816894531,107.05000305175781,104.91000366210938,107.04000091552734,81.34537506103516,9068300
2014-10-31,107.94000244140625,108.18000030517578,107.26000213623047,107.77999877929688,81.90774536132812,10800100
2014-11-03,107.83000183105469,108.12000274658203,106.75,107.45999908447266,81.66454315185547,7082600
2014-11-04,107.88999938964844,108.7300033569336,107.33999633789062,108.62000274658203,82.54611206054688,9349000
2014-11-05,109.05000305175781,109.26000213623047,107.94999694824219,108.81999969482422,82.69808959960938,6966800
2014-11-06,108.93000030517578,109.31999969482422,108.55000305175781,109.01000213623047,82.84247589111328,6200300
2014-11-07,109.0,109.02999877929688,107.91999816894531,108.19999694824219,82.2269287109375,6652600
2014-11-10,108.06999969482422,108.91999816894531,107.19999694824219,108.81999969482422,82.69808959960938,7573300
2014-11-11,108.87999725341797,109.4000015258789,108.55000305175781,108.91000366210938,82.7665023803711,6221100
2014-11-12,108.66999816894531,109.0,108.38999938964844,108.75,82.64488983154297,4895900
2014-11-13,109.05000305175781,109.48999786376953,108.5,109.06999969482422,82.88806915283203,4860000
2014-11-14,108.91999816894531,109.05999755859375,108.01000213623047,108.16000366210938,82.19651794433594,5650700
2014-11-17,108.0,108.69000244140625,107.61000061035156,108.30000305175781,82.30292510986328,5233000
2014-11-18,108.12999725341797,109.05999755859375,107.72000122070312,108.83000183105469,82.70570373535156,5407200
2014-11-19,108.44999694824219,108.80999755859375,108.0999984741211,108.76000213623047,82.65251159667969,5217800
2014-11-20,108.55000305175781,108.56999969482422,107.69000244140625,108.18000030517578,82.21173095703125,8090700
2014-11-21,108.7300033569336,108.7300033569336,107.62000274658203,107.86000061035156,82.50240325927734,8417400
2014-11-24,107.91999816894531,108.2300033569336,106.63999938964844,106.87999725341797,81.75277709960938,9098000
