Date,Open,High,Low,Close,Adj Close,Volume,Close_diff,5_day_SMA,20_day_SMA,50_day_SMA,14_day_RSI,Lagged_Close,ATR,Day_of_Week,Daily_Return,Volatility
2014-09-02,103.30000305175781,103.70999908447266,103.0199966430664,103.36000061035156,78.54875183105469,4644800.0,,,,,,,,1,,
2014-09-03,103.81999969482422,104.0999984741211,103.54000091552734,103.76000213623047,78.85274505615234,4725800.0,0.40000152587890625,,,,,103.36000061035156,,2,0.0038699837801552395,
2014-09-04,103.98999786376953,104.0999984741211,103.76000213623047,103.83999633789062,78.91351318359375,6147700.0,0.07999420166015625,,,,,103.76000213623047,,3,0.0007709541250311425,
2014-09-05,103.91999816894531,104.41999816894531,103.33999633789062,104.41999816894531,79.35431671142578,5744400.0,0.5800018310546875,,,,,103.83999633789062,,4,0.0055855340091441885,
2014-09-08,104.41999816894531,104.58000183105469,103.83000183105469,104.05000305175781,79.07312774658203,4900300.0,-0.3699951171875,103.88600006103516,,,,104.41999816894531,,0,-0.0035433357946326183,
2014-09-09,104.4000015258789,104.4000015258789,103.55000305175781,103.80000305175781,78.88311767578125,5999400.0,-0.25,103.9740005493164,,,,104.05000305175781,,1,-0.0024026909434653465,0.003918961757623506
2014-09-10,104.19000244140625,105.33999633789062,103.95999908447266,104.98999786376953,79.7874755859375,7402200.0,1.1899948120117188,104.21999969482422,,,,103.80000305175781,,2,0.011464304210264453,0.006191707602469605
2014-09-11,104.77999877929688,104.88999938964844,104.0999984741211,104.55000305175781,79.45307159423828,4834100.0,-0.43999481201171875,104.36200103759765,,,,104.98999786376953,,3,-0.004190825992611558,0.0068731681621921
2014-09-12,104.54000091552734,104.80999755859375,103.95999908447266,104.58000183105469,79.47587585449219,5929200.0,0.029998779296875,104.39400177001953,,,,104.55000305175781,,4,0.0002869323617524788,0.00645915104700256
2014-09-15,104.58999633789062,104.91000366210938,104.3499984741211,104.72000122070312,79.5822982788086,4525500.0,0.1399993896484375,104.52800140380859,,,,104.58000183105469,,0,0.0013386822260206266,0.0060868705043666226
2014-09-16,104.48999786376953,105.94000244140625,104.30000305175781,105.87999725341797,80.46382904052734,6081400.0,1.1599960327148438,104.94400024414062,,,,104.72000122070312,,1,0.011077120122163553,0.006959893451473984
2014-09-17,105.87999725341797,106.62999725341797,105.80000305175781,106.19000244140625,80.69942474365234,6627800.0,0.31000518798828125,105.18400115966797,,,,105.87999725341797,,2,0.002927891915659009,0.005579846690299169
2014-09-18,106.18000030517578,107.41000366210938,106.02999877929688,107.3499984741211,81.58097076416016,6628700.0,1.1599960327148438,105.74400024414062,,,,106.19000244140625,,3,0.01092377819046475,0.005278522247763507
2014-09-19,107.88999938964844,108.37000274658203,107.62000274658203,107.98999786376953,82.06732940673828,13033400.0,0.6399993896484375,106.42599945068359,,,,107.3499984741211,,4,0.005961801571918279,0.004477555093429063
2014-09-22,108.0,108.25,107.77999877929688,107.87999725341797,81.98373413085938,5788300.0,-0.1100006103515625,107.05799865722656,,,85.28407260344322,107.98999786376953,0.9400225405442099,0,-0.0010186185065984565,0.005213390815467701
2014-09-23,107.7699966430664,108.0999984741211,107.19000244140625,107.45999908447266,81.66455841064453,8108100.0,-0.4199981689453125,107.3739990234375,,,77.64528875687381,107.87999725341797,0.9368260688103638,1,-0.0038931978090313013,0.005814362934608375
