Date,Open,High,Low,Close,Adj Close,Volume,5_day_SMA,20_day_SMA,50_day_SMA,14_day_RSI,Lagged_Close,ATR,Day_of_Week,Daily_Return,Volatility
2014-09-02,103.30000305175781,103.70999908447266,103.0199966430664,103.36000061035156,78.54876708984375,4644800,,,,,,,1,,
2014-09-03,103.81999969482422,104.0999984741211,103.54000091552734,103.76000213623047,78.85272216796875,4725800,,,,,103.36000061035156,,2,0.0038699837801552395,
2014-09-04,103.98999786376953,104.0999984741211,103.76000213623047,103.83999633789062,78.91352081298828,6147700,,,,,103.76000213623047,,3,0.0007709541250311425,
2014-09-05,103.91999816894531,104.41999816894531,103.33999633789062,104.41999816894531,79.35429382324219,5744400,,,,,103.83999633789062,,4,0.0055855340091441885,
2014-09-08,104.41999816894531,104.58000183105469,103.83000183105469,104.05000305175781,79.0731201171875,4900300,103.88600006103516,,,,104.41999816894531,,0,-0.0035433357946326183,
2014-09-09,104.4000015258789,104.4000015258789,103.55000305175781,103.80000305175781,78.88313293457031,5999400,103.9740005493164,,,,104.05000305175781,,1,-0.0024026909434653465,0.003918961757623506
2014-09-10,104.19000244140625,105.33999633789062,103.95999908447266,104.98999786376953,79.7874755859375,7402200,104.21999969482422,,,,103.80000305175781,,2,0.011464304210264453,0.006191707602469605
2014-09-11,104.77999877929688,104.88999938964844,104.0999984741211,104.55000305175781,79.45308685302734,4834100,104.36200103759765,,,,104.98999786376953,,3,-0.004190825992611558,0.0068731681621921
2014-09-12,104.54000091552734,104.80999755859375,103.95999908447266,104.58000183105469,79.47589111328125,5929200,104.39400177001953,,,,104.55000305175781,,4,0.0002869323617524788,0.00645915104700256
2014-09-15,104.58999633789062,104.91000366210938,104.3499984741211,104.72000122070312,79.58229064941406,4525500,104.52800140380859,,,,104.58000183105469,,0,0.0013386822260206266,0.0060868705043666226
2014-09-16,104.48999786376953,105.94000244140625,104.30000305175781,105.87999725341797,80.4638442993164,6081400,104.94400024414062,,,,104.72000122070312,,1,0.011077120122163553,0.006959893451473984
2014-09-17,105.87999725341797,106.62999725341797,105.80000305175781,106.19000244140625,80.69940185546875,6627800,105.18400115966797,,,,105.87999725341797,,2,0.002927891915659009,0.005579846690299169
2014-09-18,106.18000030517578,107.41000366210938,106.02999877929688,107.3499984741211,81.58094787597656,6628700,105.74400024414062,,,,106.19000244140625,,3,0.01092377819046475,0.005278522247763507
2014-09-19,107.88999938964844,108.37000274658203,107.62000274658203,107.98999786376953,82.06732177734375,13033400,106.42599945068359,,,,107.3499984741211,,4,0.005961801571918279,0.004477555093429063
