Date,Open,High,Low,Close,Adj Close,Volume,5_day_SMA,20_day_SMA,50_day_SMA,14_day_RSI,Lagged_Close,ATR,Day_of_Week,Daily_Return,Volatility
2014-09-02,75.01000213623047,76.69999694824219,74.81999969482422,76.68000030517578,76.44981384277344,34979000,,,,,,,1,,
2014-09-03,77.13999938964844,77.4800033569336,75.5999984741211,75.83000183105469,75.60237884521484,32389000,,,,,76.68000030517578,,2,-0.011085008747238057,
2014-09-04,75.88999938964844,76.93000030517578,75.52999877929688,75.94999694824219,75.72200775146484,26676000,,,,,75.83000183105469,,3,0.0015824227125147416,
2014-09-05,76.0999984741211,77.37999725341797,75.5999984741211,77.26000213623047,77.02808380126953,29476000,,,,,75.94999694824219,,4,0.01724825859941781,
2014-09-08,77.26000213623047,78.16999816894531,77.01000213623047,77.88999938964844,77.65618133544922,28183000,76.72200012207031,,,,77.26000213623047,,0,0.008154248459728342,
2014-09-09,77.58999633789062,78.16999816894531,76.19999694824219,76.66999816894531,76.43984985351562,28882000,76.71999969482422,,,,77.88999938964844,,1,-0.015663130443743012,0.013552657622812294
2014-09-10,76.5199966430664,77.94999694824219,76.51000213623047,77.43000030517578,77.19756317138672,29909000,77.03999938964844,,,,76.66999816894531,,2,0.00991264059450958,0.012449016681913547
2014-09-11,77.12999725341797,78.36000061035156,77.05000305175781,77.91999816894531,77.68609619140625,32219000,77.43399963378906,,,,77.43000030517578,,3,0.006328268911769408,0.012375785081518811
2014-09-12,78.0199966430664,78.30000305175781,77.0999984741211,77.4800033569336,77.24742126464844,26676800,77.47799987792969,,,,77.91999816894531,,4,-0.005646750800195388,0.010955761752674216
2014-09-15,77.1500015258789,77.25,73.43000030517578,74.58000183105469,74.35612487792969,49679000,76.81600036621094,,,,77.4800033569336,,0,-0.03742903201125625,0.019073825348130076
2014-09-16,73.5199966430664,76.2300033569336,73.06999969482422,76.08000183105469,75.85161590576172,37742000,76.69800109863282,,,,74.58000183105469,,1,0.020112630238303453,0.0221732149654005
2014-09-17,75.95999908447266,77.25,75.56999969482422,76.43000030517578,76.20057678222656,28693000,76.49800109863281,,,,76.08000183105469,,2,0.004600400442922092,0.021619326084488112
2014-09-18,76.7699966430664,77.33000183105469,76.5199966430664,77.0,76.76885986328125,23031000,76.31400146484376,,,,76.43000030517578,,3,0.007457800504360623,0.02173899149919021
2014-09-19,77.4000015258789,78.30000305175781,76.44000244140625,77.91000366210938,77.67613220214844,76671000,76.4000015258789,,,,77.0,,4,0.011818229378043776,0.022434886648426085
2014-09-22,77.0,77.52999877929688,75.94999694824219,76.80000305175781,76.56946563720703,31961000,76.84400177001953,,,50.16260662211247,77.91000366210938,1.8743740627341101,0,-0.014247215481667297,0.012718476643627786
2014-09-23,76.33000183105469,78.62999725341797,76.04000091552734,78.29000091552734,78.05499267578125,36814000,77.28600158691407,,,57.90992763850872,76.80000305175781,1.9505556282910335,1,0.01940101308023867,0.012522825650468198
2014-09-24,78.0999984741211,78.62000274658203,77.51000213623047,78.54000091552734,78.30422973632812,30680000,77.70800170898437,,,59.059891693664525,78.29000091552734,1.8641024923918634,2,0.003193255806316131,0.012572407566778823
2014-09-25,78.5999984741211,78.94000244140625,77.12999725341797,77.22000122070312,76.98819732666016,37533000,77.752001953125,,,51.11842746350277,78.54000091552734,1.8587079693416555,3,-0.016806718607552895,0.01588599765112911
2014-09-26,77.58999633789062,78.83999633789062,77.33000183105469,78.79000091552734,78.5534896850586,28872000,77.9280014038086,,,58.30049180339897,77.22000122070312,1.8355586895813845,4,0.02033151605808703,0.01772870206185625
2014-09-29,78.12000274658203,79.19999694824219,77.91000366210938,79.0,78.76285552978516,34031000,78.36800079345703,77.18750076293945,,59.16474678638086,78.79000091552734,1.7839701779663133,0,0.002665301206149273,0.015197272734807839
2014-09-30,79.3499984741211,79.70999908447266,78.5999984741211,79.04000091552734,78.802734375,35899000,78.51800079345703,77.30550079345703,,59.3376252567282,79.0,1.7216806332749715,1,0.0005063407028778055,0.013170347523417739
2014-10-01,78.77999877929688,78.81999969482422,75.9000015258789,76.55000305175781,76.3202133178711,55090000,78.12000122070313,77.34150085449218,,46.220138668878796,79.04000091552734,1.850069041215555,2,-0.031503009045137476,0.019827776892440252
2014-10-02,76.56999969482422,77.4800033569336,75.63999938964844,77.08000183105469,76.84862518310547,36488000,78.09200134277344,77.39800109863282,,48.81391747937106,76.55000305175781,1.8491750049651592,3,0.006923563137398281,0.01911069322994635
2014-10-03,77.76000213623047,78.05999755859375,77.26000213623047,77.44000244140625,77.2075424194336,23340000,77.82200164794922,77.4070011138916,,50.558214570592064,77.08000183105469,1.7732898095179306,4,0.004670480044105529,0.0159179246295846
2014-10-06,77.19000244140625,77.88999938964844,76.8499984741211,77.55999755859375,77.32717895507812,25729000,77.53400115966797,77.39050102233887,,51.15570021167816,77.44000244140625,1.710269405893518,0,0.0015495236751612573,0.015820077806811113
2014-10-07,77.05000305175781,77.94999694824219,76.23999786376953,76.29000091552734,76.06098937988281,25317000,76.98400115966797,77.37150115966797,,44.96259600647805,77.55999755859375,1.710246506252079,1,-0.01637437703768585,0.016518340538951185
2014-10-08,76.18000030517578,77.70999908447266,75.0999984741211,77.5199966430664,77.28730010986328,32976000,77.1779998779297,77.3760009765625,,51.13302706882299,76.29000091552734,1.7854678075358827,2,0.016122633540154085,0.011905564326372667
2014-10-09,77.27999877929688,77.76000213623047,75.8499984741211,75.91000366210938,75.68213653564453,32487000,76.94400024414062,77.2755012512207,,44.15486310790464,77.5199966430664,1.7957540427504886,3,-0.02076874420377095,0.015328109910274631
2014-10-10,75.58999633789062,76.5,72.76000213623047,72.91000366210938,72.6911392211914,52146000,76.03800048828126,77.0470012664795,,34.66237712754343,75.91000366210938,1.9545682876023844,4,-0.039520482878035446,0.02137563858933446
2014-10-13,73.2300033569336,74.77999877929688,72.5199966430664,72.98999786376953,72.7708969116211,43938000,75.1240005493164,76.96750106811524,,35.06325664172969,72.91000366210938,1.979264170570349,0,0.001097163594050432,0.02130586403157848
2014-10-14,74.0,74.18000030517578,72.05000305175781,73.58999633789062,73.36909484863281,50299000,74.58399963378906,76.84300079345704,,38.12952596333257,72.98999786376953,1.9913378951095693,1,0.008220283486525704,0.02279820629853757
2014-10-15,71.69000244140625,73.80000305175781,70.31999969482422,73.20999908447266,72.990234375,61528000,73.72200012207031,76.68200073242187,,36.93984673857724,73.58999633789062,2.109554929879847,2,-0.00516370800826238,0.019094576513028077
2014-10-16,70.79000091552734,73.3499984741211,70.58000183105469,72.62999725341797,72.41197967529297,53529000,73.06599884033203,76.46350059509277,,35.13775824986292,73.20999908447266,2.1615861851064504,3,-0.007922440080697979,0.0183390542584701
2014-10-17,74.2300033569336,76.0,73.75,75.94999694824219,75.72200775146484,76342000,73.67399749755859,76.36550025939941,,50.13390670311465,72.62999725341797,2.256093274523799,4,0.04571113617477085,0.021770853007110992
2014-10-20,75.5999984741211,77.08999633789062,75.37999725341797,76.94999694824219,76.71900939941406,34701000,74.46599731445312,76.37299995422363,,53.61273641051693,75.94999694824219,2.213672244315496,0,0.013166557474406204,0.021426692865127783
2014-10-21,77.55999755859375,78.73999786376953,77.1500015258789,78.69000244140625,78.45378875732422,32252000,75.48599853515626,76.39300003051758,,58.975694086328446,76.94999694824219,2.180965608320732,1,0.022612158052903064,0.021953311262502585
2014-10-22,78.81999969482422,79.8499984741211,78.01000213623047,78.37000274658203,78.13475036621094,41862000,76.51799926757812,76.3845001220703,,57.65552316966271,78.69000244140625,2.1547944132523207,2,-0.004066586413725148,0.02172213812512618
2014-10-23,79.37999725341797,80.62999725341797,79.01000213623047,80.04000091552734,79.79972839355469,35056000,78.0,76.52550010681152,,62.38747876300003,78.37000274658203,2.162826293331686,3,0.021309150317952996,0.017994269448680187
2014-10-24,80.19999694824219,80.81999969482422,79.31999969482422,80.66999816894531,80.42784118652344,32248000,78.94400024414062,76.61949996948242,,64.02091198434219,80.04000091552734,2.112468195823019,4,0.00787103006261658,0.010904854228851193
2014-10-27,80.73999786376953,80.80000305175781,79.76000213623047,80.27999877929688,80.03900909423828,30169000,79.61000061035156,76.68349990844726,,62.21953079013638,80.66999816894531,2.03135645755155,0,-0.004834503514326016,0.013222333407428129
2014-10-28,80.18000030517578,81.16000366210938,79.56999969482422,80.7699966430664,80.52753448486328,74212000,80.0259994506836,76.76999969482422,,63.605133860955185,80.27999877929688,1.9981162302095965,1,0.006103610752618671,0.01065348804915119
2014-10-29,75.44999694824219,76.87999725341797,74.77999877929688,75.86000061035156,75.63228607177734,106120000,79.5239990234375,76.73549957275391,,45.56991710076857,80.7699966430664,2.2975989075050496,2,-0.060789850647298915,0.03196856064445834
2014-10-30,75.05000305175781,75.3499984741211,72.9000015258789,74.11000061035156,73.88753509521484,83270000,78.33799896240234,76.58699951171874,,41.097092349267825,75.86000061035156,2.347116130173777,3,-0.023068810781965654,0.028432305594724663
2014-10-31,74.93000030517578,75.69999694824219,74.44999694824219,74.98999786376953,74.764892578125,44544000,77.20199890136719,76.46449928283691,,44.069967474954744,74.11000061035156,2.2907058166060326,4,0.011874203834442376,0.0292791180816512
2014-11-03,75.47000122070312,75.5199966430664,73.69999694824219,73.87999725341797,73.65821838378906,40727000,75.9219985961914,76.28049926757812,,41.242415411595395,74.98999786376953,2.2557427832156094,0,-0.014801982157247706,0.02882265450235696
2014-11-04,74.2300033569336,75.7699966430664,73.6500015258789,75.76000213623047,75.53258514404297,39326000,74.91999969482421,76.25399932861328,,47.398269981415375,73.87999725341797,2.2456883876343054,1,0.02544673731326541,0.03347646929536673
2014-11-05,76.51000213623047,76.80000305175781,74.41999816894531,74.83000183105469,74.60537719726562,35913000,74.71399993896485,76.1194995880127,,44.89268687009856,75.76000213623047,2.255610603866779,2,-0.012275610862622077,0.020356780116596748
2014-11-06,74.88999938964844,75.5999984741211,74.30999755859375,75.26000213623047,75.03408813476562,21383000,74.94400024414062,76.08699951171874,,46.306012821591565,74.83000183105469,2.184453032653401,3,0.005746362350045109,0.016883490208269552
2014-11-07,75.38999938964844,75.86000061035156,75.0199966430664,75.5999984741211,75.37305450439453,20774000,75.06600036621094,76.22149925231933,,47.45354966797714,75.26000213623047,2.0856018127404874,4,0.004517623282486616,0.01624691625848757
2014-11-10,75.36000061035156,75.4800033569336,74.61000061035156,75.0,74.77485656738281,21575100,75.29000091552734,76.32199935913086,76.66960021972656,45.60138494921804,75.5999984741211,2.0052156014731515,0,-0.0079364879131113,0.014719061047527154
2014-11-11,74.94999694824219,74.9800033569336,74.02999877929688,74.61000061035156,74.38603210449219,18715700,75.06000061035157,76.37299957275391,76.62820022583008,44.3886081096884,75.0,1.9294075661994952,1,-0.00519999186197917,0.007878054346426855
2014-11-12,74.27999877929688,75.13999938964844,73.54000091552734,74.72000122070312,74.4957046508789,26536600,75.03800048828126,76.44849967956543,76.60600021362305,44.83425227200451,74.61000061035156,1.9053285255980694,2,0.0014743413678017792,0.00602577945938514
2014-11-13,74.73999786376953,75.23999786376953,73.63999938964844,74.25,74.02711486816406,26448500,74.83600006103515,76.52949981689453,76.57200027465821,43.23985245972847,74.72000122070312,1.883046797652424,3,-0.006290166127204233,0.005386984689743262
2014-11-14,74.2699966430664,74.93000030517578,74.04000091552734,74.87999725341797,74.65522003173828,19476900,74.69199981689454,76.47599983215332,76.52440017700195,46.01134773840921,74.25,1.8106902508499423,4,0.008484811493844724,0.0068160283400119665
2014-11-17,74.87999725341797,75.66000366210938,73.87999725341797,74.23999786376953,74.01713562011719,28701200,74.53999938964844,76.34049987792969,76.45140014648437,43.67810459386821,74.87999725341797,1.8084577326214588,0,-0.008547000709448138,0.006955389899650017
